object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of nuclei,Probability of not leaf,Convex Hull Center_0,Convex Hull Center_1,Convex Hull Center_2,Skewness of Defect Area,Mean Defect Displacement,Kurtosis of Defect Area,Object Area,Defect Center_0,Defect Center_1,Defect Center_2,Object Center_0,Object Center_1,Object Center_2,Convexity,Number of Defects,Convex Hull Area,Variance of Defect Area,Mean Defect Area,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Variance of Intensity_0,Variance of Intensity_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Size in pixels,Total Intensity_0,Total Intensity_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,Radii of the object_0,Radii of the object_1,Radii of the object_2,Mean Intensity_0,Mean Intensity_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2,Minimum intensity_0,Minimum intensity_1,Maximum intensity_0,Maximum intensity_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Skewness of Intensity_0,Skewness of Intensity_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1
420,0,421,0,not leaf,0.3,0.7,58.0,648.0,145.5,0.0,0.31937417,0.0,116.0,58.074467,648.15955,145.48936,57.939655,647.87067,145.50862,0.552381,1.0,210.0,0.0,94.0,56.0,645.0,143.0,82.711876,46.994053,82.711876,-4.0374556,-4.0374556,46.994053,116.0,703.0,1116.0,51.57237,0.060931932,0.9938271,-0.11093993,-0.11093993,-0.9938271,1.7386287,1.2646497,1.1236398,6.0603447,9.620689,61.0,652.0,149.0,57.939655,647.87067,145.50862,0.0,2.0,87.0,32.0,-0.13146439,0.68984675,-0.71191895,0.803786,-0.34615034,-0.4838471,0.58021134,0.6358391,0.5089827,6.2438784,0.816366,5.727479,79.96685,5.727479,-0.08300767,-0.08300767,79.96685,18512.0,212268.0,0.9660787,11.077549,0.0,2.0,36.0,77.0,3.9209318,1.2967128,22.635145,1.9972022
421,0,422,0,not leaf,0.27,0.73,2.0,732.0,147.5,0.0,1.1037576,0.0,198.0,2.4761906,731.90875,147.47223,1.3939394,732.11615,147.53535,0.44,1.0,450.0,0.0,252.0,0.0,728.0,143.0,27.8493,61.949394,27.8493,0.8164473,0.8164473,61.949394,198.0,1330.0,1802.0,1.3740185,1.9485657,0.023922114,-0.99971384,0.99971384,0.023922114,2.09958,1.805156,1.2077659,6.7171717,9.10101,5.0,737.0,153.0,1.3939394,732.11615,147.53535,0.0,2.0,26.0,43.0,0.008150491,0.0339862,-0.99938905,0.3069383,-0.95126134,-0.029846294,0.95169455,0.3065075,0.018184913,1.112015,1.3856503,9.967128,66.4598,9.967128,0.20363927,0.20363927,66.4598,19235.0,161243.0,1.1401896,9.557973,0.0,2.0,55.0,70.0,6.1113577,1.4698701,57.12606,2.7628603
422,0,423,0,nuclei,0.93,0.07,463.5,831.0,147.5,0.0,0.8299185,0.0,699.0,463.56836,830.6445,147.39595,463.41772,831.42773,147.62518,0.4538961,1.0,1540.0,0.0,841.0,457.0,826.0,143.0,55.90459,36.586613,55.90459,3.5126882,3.5126882,36.586613,699.0,4172.0,4587.0,14.89886,3.8456602,0.98483074,0.17351781,0.17351781,-0.98483074,3.5041597,2.172515,2.0622113,5.9685264,6.5622315,471.0,837.0,153.0,463.41772,831.42773,147.62518,0.0,2.0,74.0,43.0,-0.94947684,0.27946618,-0.14280207,0.2981339,0.9453163,-0.13226202,0.098030366,-0.16815387,-0.98087424,2.9829147,1.7627141,1.9235421,47.332302,1.9235421,0.04456361,0.04456361,47.332302,14005.0,272206.0,0.38379326,7.459538,0.0,2.0,28.0,64.0,6.321676,1.6815193,65.972145,3.364519
423,0,424,0,nuclei,0.71,0.29,631.0,909.0,149.0,0.0,0.90463686,0.0,931.0,630.95087,908.78937,148.80994,631.1053,909.4511,149.40709,0.3182906,1.0,2925.0,0.0,1994.0,624.0,902.0,143.0,51.643585,49.122997,51.643585,-0.094412416,-0.094412416,49.122997,931.0,6584.0,7391.0,6.5084505,1.3923371,0.9993012,-0.037377954,-0.037377954,-0.9993012,3.9283373,2.7128417,2.1255398,7.0719657,7.9387755,639.0,917.0,156.0,631.1053,909.4511,149.40709,0.0,2.0,62.0,40.0,0.678848,-0.39320654,0.62012416,-0.60789186,-0.77466124,0.1742624,0.41186506,-0.49526614,-0.7649043,2.0064673,1.3435593,5.9125957,63.56904,5.9125957,-0.37833267,-0.37833267,63.56904,42136.0,425199.0,0.8860477,8.941205,0.0,2.0,60.0,68.0,6.0162973,1.5571109,64.97568,2.996706
424,0,425,0,not leaf,0.21,0.79,830.0,313.0,152.5,0.0,3.1387038,0.0,1256.0,829.62244,313.65396,153.3314,830.67755,311.82645,151.00797,0.35783476,1.0,3510.0,0.0,2254.0,823.0,307.0,144.0,32.284313,119.553276,32.284313,1.1875432,1.1875432,119.553276,1256.0,7808.0,19350.0,1.9100451,0.80120677,0.013604074,-0.99990743,0.99990743,0.013604074,4.6914244,2.550244,2.4779117,6.2165604,15.406051,838.0,320.0,162.0,830.67755,311.82645,151.00797,0.0,2.0,36.0,63.0,0.49092773,0.8711859,0.005005104,-0.34770635,0.2011995,-0.9157615,0.79880553,-0.4478324,-0.4016913,1.2796137,0.963548,1.2268174,178.90808,1.2268174,-0.044601705,-0.044601705,178.90808,17490.0,1157488.0,0.26964942,17.845394,0.0,2.0,32.0,121.0,6.0239716,1.2360218,57.156178,2.0116022
425,0,426,nuclei,nuclei,0.87,0.13,598.5,368.0,150.5,0.0,0.9768967,0.0,1533.0,598.8277,368.2218,150.28682,598.1155,367.73972,150.75017,0.46008402,1.0,3332.0,0.0,1799.0,592.0,360.0,144.0,49.94412,46.4811,49.94412,-1.661586,-1.661586,46.4811,1533.0,11241.0,11940.0,5.8651843,1.7860367,0.927773,-0.3731451,-0.3731451,-0.927773,3.7466133,3.020069,3.0055313,7.332681,7.7886496,606.0,377.0,158.0,598.1155,367.73972,150.75017,0.0,2.0,65.0,42.0,-0.26925933,0.9152487,-0.29969856,0.9392754,0.31831202,0.1282155,0.21274672,-0.24697624,-0.9453791,1.8546803,1.387368,8.863065,54.08398,8.863065,-0.18682376,-0.18682376,54.08398,66056.0,431898.0,1.2315149,8.05209,0.0,2.0,69.0,70.0,5.9294405,1.6496958,64.02075,3.391545
426,0,427,not leaf,not leaf,0.05,0.95,782.5,466.0,148.5,0.0,0.4696091,0.0,278.0,782.2837,465.9149,148.48227,782.7194,466.08633,148.51799,0.49642858,1.0,560.0,0.0,282.0,779.0,463.0,144.0,43.201866,49.052444,43.201866,2.768581,2.768581,49.052444,278.0,2001.0,2347.0,1.2285765,0.7871396,0.36993724,-0.92905676,0.92905676,0.36993724,2.2985258,1.7038301,1.5263553,7.1978416,8.442446,787.0,470.0,154.0,782.7194,466.08633,148.51799,0.0,2.0,32.0,34.0,-0.23207113,-0.8465837,-0.47899786,-0.19465603,-0.4420602,0.8756094,0.9530226,-0.2964435,0.06220323,1.1775556,1.1266445,4.942129,56.274242,4.942129,0.057826377,0.057826377,56.274242,34901.0,278571.0,1.0634713,8.48836,0.0,2.0,42.0,60.0,3.7897475,1.5251429,27.39992,2.7254224
427,0,428,0,nuclei,0.92,0.08,604.5,558.5,147.5,0.0,1.1729594,0.0,555.0,604.81,558.5416,147.31528,603.809,558.4072,147.91171,0.30970982,1.0,1792.0,0.0,1237.0,597.0,552.0,144.0,57.212025,22.653214,57.212025,-0.36228228,-0.36228228,22.653214,555.0,3971.0,2627.0,8.154718,4.5140333,0.99994504,-0.010481338,-0.010481338,-0.99994504,3.8033729,2.5167072,1.542608,7.154955,4.733333,613.0,566.0,152.0,603.809,558.4072,147.91171,0.0,2.0,55.0,30.0,-0.80766356,0.5749544,-0.1307938,0.58558774,0.80809826,-0.06375092,-0.069040366,0.12808053,0.98935777,2.3507786,2.1019666,9.824535,25.355383,9.824535,-0.15390405,-0.15390405,25.355383,44638.0,148242.0,1.478961,4.911603,0.0,2.0,71.0,47.0,5.0924306,2.325143,51.2548,6.527582
428,0,429,0,nuclei,0.88,0.12,610.5,772.5,151.0,0.0,0.6967623,0.0,1559.0,610.4077,772.26746,151.13196,610.635,772.8403,150.80693,0.4059896,1.0,3840.0,0.0,2281.0,603.0,765.0,144.0,62.88194,34.288578,62.88194,0.82926345,0.82926345,34.288578,1559.0,13287.0,9274.0,3.2947974,4.057868,0.99958044,0.028965447,0.028965447,-0.99958044,4.0336084,3.1379352,2.6874392,8.522771,5.948685,619.0,781.0,159.0,610.635,772.8403,150.80693,0.0,2.0,59.0,44.0,-0.5970299,0.64079326,-0.4826378,0.68581134,0.09556515,-0.7214777,0.4161947,0.7617423,0.49651855,1.5572274,1.8984405,9.72402,30.701323,9.72402,-0.23806022,-0.23806022,30.701323,72838.0,321452.0,1.279341,5.646046,0.0,2.0,85.0,57.0,5.89857,1.9931855,64.50896,4.710916
429,0,430,0,nuclei,0.89,0.11,628.5,815.0,150.0,0.0,1.3142363,0.0,1097.0,628.9804,815.21436,150.04654,627.78485,814.68097,149.93073,0.4018315,1.0,2730.0,0.0,1633.0,622.0,808.0,144.0,43.721565,33.201366,43.721565,1.7373761,1.7373761,33.201366,1097.0,7951.0,6534.0,3.0931716,4.8407974,0.9873059,0.15883055,0.15883055,-0.9873059,3.4974666,2.7988775,2.4940963,7.247949,5.9562445,636.0,823.0,157.0,627.78485,814.68097,149.93073,0.0,2.0,44.0,48.0,0.6756908,-0.6034204,0.42346868,-0.66638786,-0.7456048,0.0008478229,0.3152287,-0.28276724,-0.9059103,1.5089973,1.9506185,9.658362,33.503178,9.658362,-0.22797836,-0.22797836,33.503178,69785.0,285627.0,1.4561293,5.9598746,0.0,2.0,112.0,61.0,5.5811524,1.9489505,75.746445,4.6275578
430,0,431,0,nuclei,0.86,0.14,567.0,841.0,148.0,0.0,1.0565485,0.0,259.0,567.1948,841.20776,148.38962,566.7683,840.75287,147.53668,0.45679012,1.0,567.0,0.0,308.0,563.0,838.0,144.0,36.010643,29.26471,36.010643,-1.3353856,-1.3353856,29.26471,259.0,1470.0,1502.0,8.836496,4.1278048,0.98228884,-0.18737294,-0.18737294,-0.98228884,2.0570683,1.8751891,1.4545767,5.675676,5.7992277,572.0,845.0,153.0,566.7683,840.75287,147.53668,0.0,2.0,45.0,33.0,0.597007,0.7976675,0.08549386,0.3806425,-0.18784323,-0.90544254,0.70618266,-0.5730981,0.41576988,2.3128867,1.8902351,1.9023247,36.610653,1.9023247,-0.02141442,-0.02141442,36.610653,12108.0,190513.0,0.40938598,6.441473,0.0,2.0,39.0,50.0,6.448625,1.7575953,86.42356,3.5521145
431,0,432,0,nuclei,0.78,0.22,647.0,879.5,148.0,0.0,1.9516271,0.0,1194.0,646.74164,878.57166,148.1375,647.25964,880.433,147.86182,0.49874687,1.0,2394.0,0.0,1200.0,638.0,873.0,144.0,41.521206,39.759686,41.521206,-0.67669165,-0.67669165,39.759686,1194.0,7812.0,8568.0,7.968611,2.1491773,0.94683135,-0.3217304,-0.3217304,-0.94683135,4.152925,3.1853294,2.0771313,6.5427136,7.1758795,657.0,887.0,153.0,647.25964,880.433,147.86182,0.0,2.0,52.0,37.0,-0.9917871,-0.12422014,0.030459339,0.1269101,-0.9853689,0.11376276,0.01588206,0.116694026,0.9930409,2.1683698,1.4725891,8.842071,43.89472,8.842071,0.31455463,0.31455463,43.89472,44065.0,259076.0,1.2089494,7.107904,0.0,2.0,65.0,59.0,6.095134,1.7029594,68.856766,3.4389606
432,0,433,0,not leaf,0.29,0.71,9.0,171.5,151.5,0.0,1.3935643,0.0,592.0,8.707608,171.91957,151.69022,9.4543915,170.84798,151.20439,0.3915344,1.0,1512.0,0.0,920.0,5.0,166.0,145.0,36.55551,91.94585,36.55551,2.6679204,2.6679204,91.94585,592.0,3543.0,7394.0,3.7886157,1.7231936,0.047999196,-0.99884737,0.99884737,0.047999196,3.0471914,2.8361337,1.7670833,5.9847975,12.489865,14.0,178.0,159.0,9.4543915,170.84798,151.20439,0.0,2.0,38.0,56.0,-0.18092698,-0.17258266,0.96823585,0.5724694,-0.8189976,-0.039008714,-0.7997151,-0.5472277,-0.24697706,1.656747,1.2257819,3.1714969,89.37973,3.1714969,-0.08964424,-0.08964424,89.37973,21956.0,406433.0,0.6638849,12.289338,0.0,2.0,36.0,84.0,4.3985047,1.2237647,32.769836,1.8971839
433,0,434,0,not leaf,0.39,0.61,34.5,194.0,150.5,0.0,0.8428791,0.0,500.0,34.64878,194.27318,150.57195,34.256,193.552,150.382,0.37878788,1.0,1320.0,0.0,820.0,30.0,189.0,145.0,24.742603,70.088974,24.742603,0.829752,0.829752,70.088974,500.0,2707.0,5766.0,4.5505295,0.24693826,0.018288909,-0.99983275,0.99983275,0.018288909,2.8964078,2.1791034,1.7344067,5.414,11.532,40.0,200.0,157.0,34.256,193.552,150.382,0.0,2.0,36.0,40.0,0.63449717,0.1515562,-0.75792086,-0.12239396,0.98791635,0.09508409,0.763173,0.032434344,0.6453797,1.6254278,0.8585369,4.2367067,89.003555,4.2367067,-0.12312096,-0.12312096,89.003555,33062.0,492489.0,0.8132133,12.113563,0.0,2.0,65.0,81.0,4.7845826,1.2278132,51.032616,1.7955284
434,0,435,nuclei,nuclei,0.92,0.08,616.0,364.5,151.0,0.0,1.6586584,0.0,364.0,615.9773,364.29196,151.61014,616.0357,364.82693,150.04121,0.3888889,1.0,936.0,0.0,572.0,612.0,361.0,145.0,51.855476,60.562008,51.855476,-0.15306123,-0.15306123,60.562008,364.0,2431.0,3588.0,3.476351,0.76037216,-0.017571896,-0.9998456,0.9998456,-0.017571896,3.0483077,1.7653902,1.5479667,6.678571,9.857142,621.0,369.0,158.0,616.0357,364.82693,150.04121,0.0,2.0,36.0,41.0,0.28230768,-0.8562766,-0.4325423,0.1560183,-0.4038987,0.9014012,0.946552,0.32195702,-0.019571112,1.7534351,1.1223307,8.594589,66.2137,8.594589,-1.0771998,-1.0771998,66.2137,49455.0,395667.0,1.1589024,9.271852,0.0,2.0,65.0,64.0,5.335942,1.5212187,48.17851,2.8267694
435,0,436,0,not leaf,0.28,0.72,25.5,506.5,148.5,0.0,0.8933205,0.0,283.0,25.585567,506.27835,148.27217,25.353357,506.87985,148.89046,0.3684896,1.0,768.0,0.0,485.0,22.0,501.0,145.0,29.756395,52.606575,29.756395,-3.5966487,-3.5966487,52.606575,283.0,1657.0,2479.0,2.0535367,1.4156064,-0.15190035,-0.9883958,0.9883958,-0.15190035,3.1201208,1.5652475,1.2966187,5.8551235,8.759717,30.0,513.0,153.0,25.353357,506.87985,148.89046,0.0,2.0,28.0,37.0,0.4146819,0.06553791,-0.90760326,-0.87890404,-0.22952913,-0.41814357,0.23572564,-0.97109276,0.03758004,1.346294,1.254609,3.2275472,55.865,3.2275472,-0.13993248,-0.13993248,55.865,16744.0,219999.0,0.6484142,8.519498,0.0,2.0,26.0,65.0,4.052965,1.5127629,23.972473,2.6749325
436,0,437,nuclei,nuclei,0.94,0.06,622.5,579.0,151.0,0.0,1.5790726,0.0,1042.0,622.19666,578.48224,151.05627,622.99133,579.83875,150.90883,0.381685,1.0,2730.0,0.0,1688.0,616.0,572.0,145.0,68.09291,22.463652,68.09291,-0.29411733,-0.29411733,22.463652,1042.0,8795.0,4950.0,7.9666715,7.852807,0.99997926,-0.0064454037,-0.0064454037,-0.99997926,3.6410708,2.830135,2.2239957,8.440499,4.7504797,630.0,587.0,158.0,622.99133,579.83875,150.90883,0.0,2.0,71.0,39.0,0.549294,-0.3301781,-0.76763177,0.79777443,0.4805662,0.36415938,0.24866043,-0.8124276,0.5273798,2.185009,2.4457345,9.176169,23.647415,9.176169,-0.09733002,-0.09733002,23.647415,77383.0,229620.0,1.61747,4.7995486,0.0,2.0,58.0,47.0,4.1807218,2.30826,34.957867,6.450886
437,0,438,0,nuclei,0.89,0.11,575.0,613.5,150.0,0.0,2.1553397,0.0,926.0,575.7193,613.5349,149.478,573.97626,613.4503,150.74298,0.41265598,1.0,2244.0,0.0,1318.0,567.0,608.0,145.0,35.37113,25.976046,35.37113,0.9683536,0.9683536,25.976046,926.0,5842.0,4958.0,5.8640795,3.7010796,0.9948385,0.10147147,0.10147147,-0.9948385,3.766052,2.663988,2.1459339,6.308855,5.354212,584.0,620.0,156.0,573.97626,613.4503,150.74298,0.0,2.0,52.0,32.0,0.9611357,-0.2582492,0.097598985,-0.20882064,-0.9112932,-0.3548783,0.18058832,0.3207055,-0.9298042,1.7881311,1.8929614,5.095053,28.314533,5.095053,-0.18802239,-0.18802239,28.314533,31973.0,220071.0,0.7788035,5.360525,0.0,2.0,59.0,55.0,7.1929154,2.088629,99.864746,5.2020307
438,0,439,0,not leaf,0.28,0.72,12.0,617.5,148.5,0.0,0.17779368,0.0,151.0,12.075676,617.52435,148.5081,11.907285,617.4702,148.49007,0.44940478,1.0,336.0,0.0,185.0,9.0,615.0,145.0,42.48998,81.17714,42.48998,-7.171177,-7.171177,81.17714,151.0,952.0,1585.0,4.553626,1.1595993,-0.17657861,-0.98428655,0.98428655,-0.17657861,1.8867474,1.3568128,1.267366,6.3046355,10.496689,16.0,621.0,153.0,11.907285,617.4702,148.49007,0.0,2.0,38.0,45.0,-0.10738505,-0.6453542,-0.7562978,-0.34028658,-0.69089544,0.63786244,0.93416995,-0.32585487,0.14541353,1.8609768,1.2184831,3.6065063,91.42497,3.6065063,0.12446199,0.12446199,91.42497,12851.0,232078.0,0.6824748,12.324907,0.0,2.0,28.0,77.0,4.141629,1.22602,24.331089,1.837189
439,0,440,0,not leaf,0.27,0.73,6.5,646.5,149.0,0.0,1.6103302,0.0,640.0,7.0629034,647.0806,149.12257,5.9546876,645.9375,148.88126,0.50793654,1.0,1260.0,0.0,620.0,0.0,642.0,145.0,22.118126,92.20616,22.118126,-0.86695313,-0.86695313,92.20616,640.0,3664.0,7866.0,1.3180928,3.0925531,-0.01236665,-0.9999235,0.9999235,-0.01236665,3.4063573,2.2748878,1.85489,5.725,12.290625,14.0,652.0,154.0,5.9546876,645.9375,148.88126,0.0,2.0,28.0,66.0,-0.98946613,0.052613486,0.13486505,-0.1340947,-0.68413955,-0.7169182,0.05454695,-0.72745097,0.6839881,0.9739239,1.4437975,3.1818795,80.65754,3.1818795,0.1993912,0.1993912,80.65754,13331.0,224011.0,0.66280514,11.137623,0.0,2.0,38.0,83.0,4.4602237,1.3494558,35.996384,2.344674
440,0,441,not leaf,not leaf,0.16,0.84,50.0,654.5,149.0,0.0,2.970984,0.0,857.0,50.16028,653.58075,149.45946,49.70245,656.20654,148.14702,0.3500817,1.0,2448.0,0.0,1591.0,42.0,647.0,145.0,26.488764,74.56031,26.488764,-0.21775644,-0.21775644,74.56031,857.0,4984.0,9006.0,2.7988706,1.5511456,-0.004529701,-0.99998975,0.99998975,-0.004529701,4.179747,3.2043426,1.7043751,5.815636,10.508752,59.0,663.0,154.0,49.70245,656.20654,148.14702,0.0,2.0,36.0,47.0,0.9374384,0.33118132,-0.1073691,0.29660565,-0.9212048,-0.25180706,0.18230273,-0.20420733,0.961803,1.3257749,1.3053054,3.4562666,77.537445,3.4562666,-0.061071277,-0.061071277,77.537445,23308.0,377232.0,0.6699819,10.843428,0.0,2.0,87.0,77.0,6.6196203,1.3383954,155.75566,2.1529331
441,0,442,0,nuclei,0.89,0.11,612.5,653.0,151.5,0.0,0.95983183,0.0,1391.0,612.2296,652.782,151.45221,612.9698,653.37885,151.58304,0.3652836,1.0,3808.0,0.0,2417.0,605.0,645.0,145.0,117.39484,23.498478,117.39484,-0.41009808,-0.41009808,23.498478,1391.0,14103.0,6742.0,4.9102535,6.29235,0.99999046,-0.0043674363,-0.0043674363,-0.99999046,4.3030934,2.9056234,2.4071398,10.138749,4.846873,621.0,662.0,159.0,612.9698,653.37885,151.58304,0.0,2.0,81.0,36.0,-0.6492605,0.03675051,-0.7596777,-0.75893587,-0.096667826,0.64395005,0.0497709,-0.99463797,-0.09065388,1.9255854,2.3018374,8.443092,25.121439,8.443092,-0.17703591,-0.17703591,25.121439,70460.0,265143.0,1.3247349,4.9850154,0.0,2.0,63.0,48.0,5.149023,2.2246459,51.55186,5.9055805
442,0,443,0,not leaf,0.25,0.75,98.0,675.5,150.0,0.0,1.3476403,0.0,1242.0,98.36971,675.104,150.13943,97.479065,676.058,149.80354,0.41510695,1.0,2992.0,0.0,1750.0,90.0,668.0,145.0,28.235365,78.09153,28.235365,1.0494903,1.0494903,78.09153,1242.0,7423.0,13682.0,3.1497097,1.090766,0.021036386,-0.9997787,0.9997787,0.021036386,4.058881,3.6125937,1.9513744,5.9766507,11.016103,107.0,684.0,156.0,97.479065,676.058,149.80354,0.0,2.0,33.0,53.0,-0.65369433,0.72536063,0.21572122,0.65684074,0.68541086,-0.31428045,0.37582433,0.06374886,0.92449564,1.4808412,1.1424986,4.129821,75.107285,4.129821,-0.06126678,-0.06126678,75.107285,26805.0,459843.0,0.6280165,10.773699,0.0,2.0,77.0,69.0,6.72611,1.2899312,94.83104,1.9367815
443,0,444,0,nuclei,0.9,0.1,510.5,754.5,152.5,0.0,0.66488063,0.0,1473.0,510.44464,754.63727,152.21764,510.5601,754.351,152.80652,0.4794922,1.0,3072.0,0.0,1599.0,503.0,749.0,145.0,124.92483,33.28356,124.92483,-1.2030811,-1.2030811,33.28356,1473.0,14573.0,8574.0,5.8671317,4.7273035,0.9999139,-0.013124767,-0.013124767,-0.9999139,3.8524842,3.3804924,2.4463778,9.8934145,5.820774,519.0,761.0,161.0,510.5601,754.351,152.80652,0.0,2.0,91.0,43.0,0.44879174,-0.8918928,0.05579591,0.4044956,0.25841936,0.87727004,0.7968496,0.37114236,-0.4767432,2.0441186,1.9916508,1.6021466,33.961697,1.6021466,-0.014402309,-0.014402309,33.961697,17631.0,360183.0,0.2953464,6.0336204,0.0,2.0,46.0,51.0,9.221064,1.8922509,164.75977,4.159276
444,0,445,0,nuclei,0.86,0.14,669.0,824.0,148.5,0.0,1.8420594,0.0,400.0,669.3172,823.45294,148.62231,668.41,825.0175,148.2725,0.34965035,1.0,1144.0,0.0,744.0,663.0,819.0,145.0,34.926945,33.956493,34.926945,-3.0682688,-3.0682688,33.956493,400.0,2517.0,2319.0,5.427419,5.768783,0.7603294,-0.6495376,-0.6495376,-0.7603294,2.9095356,2.0340905,1.6060559,6.2925,5.7975,676.0,830.0,153.0,668.41,825.0175,148.2725,0.0,2.0,38.0,37.0,0.88763857,0.42004216,0.1888447,0.4299192,-0.9027773,-0.01275314,0.16512784,0.09250814,-0.9819242,1.8550707,2.1777182,12.696752,35.511303,12.696752,0.15802327,0.15802327,35.511303,59533.0,172166.0,2.117557,6.1238527,0.0,2.0,72.0,52.0,4.297318,1.9075198,38.52896,4.293958
445,0,446,0,nuclei,0.59,0.41,720.0,876.5,150.0,0.0,0.57617944,0.0,1131.0,720.1862,876.48486,150.19395,719.7878,876.5172,149.77896,0.46735537,1.0,2420.0,0.0,1289.0,715.0,867.0,145.0,54.64044,52.085987,54.64044,1.4964669,1.4964669,52.085987,1131.0,8591.0,9762.0,5.067712,1.3114668,0.9080723,0.4188134,0.4188134,-0.9080723,4.6184635,2.598007,2.0818613,7.595933,8.6313,726.0,887.0,156.0,719.7878,876.5172,149.77896,0.0,2.0,62.0,40.0,-0.16697745,-0.56015307,-0.81138587,0.98554325,-0.07087963,-0.15388492,0.028688375,-0.82535124,0.5638904,1.7542933,1.2658992,7.2061424,56.712017,7.2061424,-0.47691488,-0.47691488,56.712017,56634.0,361166.0,1.3180506,8.405464,0.0,2.0,76.0,63.0,5.041123,1.5601175,60.32458,2.8702064
446,0,447,0,not leaf,0.27,0.73,78.0,117.5,152.0,0.0,1.9908617,0.0,1840.0,77.60507,118.09922,151.79831,78.65978,116.49892,152.33696,0.37444037,1.0,4914.0,0.0,3074.0,68.0,109.0,146.0,24.157354,133.19151,24.157354,1.5555056,1.5555056,133.19151,1840.0,11368.0,30550.0,0.8229396,1.1349257,0.014261871,-0.9998983,0.9998983,0.014261871,4.799453,3.0433216,2.909547,6.178261,16.60326,89.0,127.0,159.0,78.65978,116.49892,152.33696,0.0,2.0,27.0,71.0,0.8741309,-0.4546243,0.17091483,0.48515618,0.80081916,-0.35115835,0.02277325,0.38987875,0.92058456,0.93360513,1.0587331,3.8374114,106.94082,3.8374114,0.6134522,0.6134522,106.94082,44714.0,689639.0,0.840236,12.959242,0.0,2.0,30.0,80.0,3.2572517,1.2723721,15.149506,1.9377931
447,0,448,0,nuclei,0.96,0.04,570.0,391.5,151.0,0.0,0.5111106,0.0,957.0,570.209,391.55554,151.02719,569.71893,391.4253,150.96342,0.42647058,1.0,2244.0,0.0,1287.0,562.0,386.0,146.0,57.745544,36.89965,57.745544,0.33019853,0.33019853,36.89965,957.0,6641.0,6237.0,8.155755,3.5830758,0.99987465,0.015834022,0.015834022,-0.99987465,3.7625394,2.5226464,2.201203,6.939394,6.5172415,579.0,398.0,157.0,569.71893,391.4253,150.96342,0.0,2.0,52.0,47.0,-0.9504455,-0.2858089,-0.12233825,-0.2732715,0.58039606,0.7671135,0.14824323,-0.7625311,0.6297382,2.4340913,1.7283412,10.67422,40.439823,10.67422,0.14217095,0.14217095,40.439823,57203.0,281751.0,1.3845241,6.819416,0.0,2.0,72.0,57.0,5.1402206,1.7276733,46.912758,3.4387069
448,0,449,not leaf,not leaf,0.08,0.92,783.5,485.5,149.5,0.0,0.4091232,0.0,251.0,783.3849,485.47388,149.43713,783.73706,485.55377,149.62949,0.3268229,1.0,768.0,0.0,517.0,780.0,480.0,146.0,46.599167,44.482533,46.599167,-2.757115,-2.757115,44.482533,251.0,1892.0,1824.0,1.8601215,2.5295796,0.82412255,-0.56641155,-0.56641155,-0.82412255,3.0923553,1.5632101,1.2168031,7.5378485,7.2669325,788.0,492.0,154.0,783.73706,485.55377,149.62949,0.0,2.0,38.0,35.0,0.2725552,0.03612926,-0.96146154,-0.95595413,-0.102965504,-0.27486315,0.10892798,-0.99402857,-0.0064741313,1.2718251,1.6256715,5.103537,51.09328,5.103537,0.06911133,0.06911133,51.09328,28756.0,215604.0,1.0499489,7.8722067,0.0,2.0,42.0,60.0,4.028541,1.5817176,29.694298,2.8734665
